Device IP,TransactionID,Transaction Time,Location,Type,Purpose,Amount Spikes,Debited Amt,Credited Amt,Total Amt
10.20.30.45,TXN382259378,2021-08-25 19:35:39,Malleshwaram,Credit,Refund,No,0,990,315160
49.207.45.128,TXN461216217,2021-08-25 19:44:39,MG Road,Debit,Transport,No,55,0,315105
49.207.45.128,TXN472676094,2021-08-25 20:57:41,Koramangala,Debit,Bank Charges,No,234,0,314871
49.207.45.128,TXN491363442,2021-08-25 22:24:46,Malleshwaram,Debit,Service Charges,No,171,0,314700
49.207.45.128,TXN478698263,2021-08-26 07:27:25,Malleshwaram,Debit,Fuel,No,1822,0,312878
49.207.45.128,TXN880385744,2021-08-26 08:21:53,Indiranagar,Credit,Product Return,No,0,1728,314606
49.207.45.128,TXN995598345,2021-08-26 09:41:31,Indiranagar,Debit,Bank Charges,No,296,0,314310
49.207.45.128,TXN344480692,2021-08-26 11:35:10,Whitefield,Debit,Bank Charges,No,306,0,314004
49.207.45.128,TXN466177487,2021-08-26 15:59:09,HSR Layout,Debit,Service Charges,No,54,0,313950
49.207.45.128,TXN336665660,2021-08-26 19:14:42,Koramangala,Debit,Fuel,No,1683,0,312267
172.19.8.90,TXN505256995,2021-08-27 09:28:51,BTM Layout,Debit,Entertainment,No,701,0,311566
49.207.45.128,TXN156584795,2021-08-27 16:38:32,BTM Layout,Debit,Transport,No,233,0,311333
49.207.45.128,TXN906293273,2021-08-27 21:50:24,BTM Layout,Debit,Bank Charges,No,219,0,311114
49.207.45.128,TXN526101439,2021-08-28 08:10:17,BTM Layout,Debit,Service Charges,No,116,0,310998
172.16.11.35,TXN516931134,2021-08-28 12:36:06,HSR Layout,Debit,Food & Drink,No,995,0,310003
49.207.45.128,TXN150054580,2021-08-28 16:25:23,Indiranagar,Debit,Bank Charges,No,107,0,309896
49.207.45.128,TXN893204616,2021-08-29 06:36:00,MG Road,Debit,Transport,No,224,0,309672
49.207.45.128,TXN109124901,2021-08-29 08:59:01,BTM Layout,Debit,Bank Charges,No,285,0,309387
172.16.10.22,TXN772492231,2021-08-29 16:29:49,Jayanagar,Debit,Food & Drink,No,499,0,308888
49.207.45.128,TXN720418711,2021-08-29 18:12:39,Koramangala,Debit,Bank Charges,No,13,0,308875
49.207.45.128,TXN293464997,2021-08-29 18:58:41,Jayanagar,Debit,Bank Charges,No,272,0,308603
172.16.10.22,TXN682470846,2021-08-29 20:20:18,MG Road,Debit,Food & Drink,Yes,2343,0,306260
49.207.45.128,TXN648755961,2021-08-30 20:07:45,BTM Layout,Debit,Service Charges,No,207,0,306053
49.207.45.128,TXN932362948,2021-08-31 06:22:21,BTM Layout,Debit,Service Charges,No,280,0,305773
49.207.45.128,TXN835912325,2021-08-31 06:54:35,BTM Layout,Debit,Service Charges,No,126,0,305647
49.207.45.128,TXN357190439,2021-08-31 08:54:14,BTM Layout,Debit,Transport,No,310,0,305337
49.207.45.128,TXN487657948,2021-08-31 10:47:05,Koramangala,Debit,Transport,No,161,0,305176
49.207.45.128,TXN449604589,2021-08-31 11:11:32,BTM Layout,Debit,Bank Charges,No,107,0,305069
49.207.45.128,TXN971529074,2021-08-31 14:07:53,HSR Layout,Debit,Service Charges,No,174,0,304895
49.207.45.128,TXN935801257,2021-08-31 14:11:30,Whitefield,Debit,Service Charges,No,171,0,304724
49.207.45.128,TXN952255400,2021-08-31 17:22:30,BTM Layout,Debit,Fuel,No,1643,0,303081
49.207.45.128,TXN538072816,2021-08-31 20:17:50,HSR Layout,Debit,Bank Charges,No,145,0,302936
10.20.30.45,TXN873191607,2021-09-01 09:30:00,Indiranagar,Credit,Salary,No,0,96000,398936
49.207.45.128,TXN626693041,2021-09-02 06:24:47,Malleshwaram,Debit,Transport,No,104,0,398832
192.168.1.105,TXN990503071,2021-09-02 11:49:52,BTM Layout,Credit,Cashback,No,0,293,399125
49.207.45.128,TXN546867440,2021-09-02 15:59:59,BTM Layout,Debit,Service Charges,No,272,0,398853
49.207.45.128,TXN569074786,2021-09-02 16:17:15,BTM Layout,Debit,Service Charges,No,155,0,398698
49.207.45.128,TXN149234830,2021-09-02 18:01:57,Malleshwaram,Debit,Transport,No,199,0,398499
10.20.30.45,TXN398572826,2021-09-02 19:58:54,Jayanagar,Credit,Cashback,No,0,300,398799
49.207.45.128,TXN294561358,2021-09-02 21:01:38,Indiranagar,Debit,Transport,No,48,0,398751
49.207.45.128,TXN560985303,2021-09-02 21:56:21,Jayanagar,Debit,Service Charges,No,282,0,398469
49.207.45.128,TXN646448232,2021-09-02 23:24:46,Whitefield,Debit,Transport,No,162,0,398307
192.168.1.105,TXN466187622,2021-09-02 23:53:59,Koramangala,Credit,Product Return,No,0,2106,400413
49.207.45.128,TXN899545916,2021-09-03 07:25:29,MG Road,Debit,Transport,Yes,1204,0,399209
49.207.45.128,TXN667819590,2021-09-03 07:43:33,Indiranagar,Debit,Service Charges,No,153,0,399056
49.207.45.128,TXN904912258,2021-09-03 16:20:49,Malleshwaram,Debit,Transport,No,136,0,398920
49.207.45.128,TXN580736047,2021-09-03 22:34:01,Indiranagar,Debit,Fuel,No,1435,0,397485
49.207.45.128,TXN591852065,2021-09-04 17:17:15,Koramangala,Debit,Transport,No,545,0,396940
49.207.45.128,TXN565679094,2021-09-05 07:24:14,Indiranagar,Debit,Transport,No,152,0,396788
49.207.45.128,TXN824785345,2021-09-05 08:52:37,Indiranagar,Debit,Fuel,No,1192,0,395596
49.207.45.128,TXN900072815,2021-09-05 14:28:53,MG Road,Debit,Service Charges,No,43,0,395553
49.207.45.128,TXN113706324,2021-09-05 14:48:49,Koramangala,Debit,Bank Charges,No,239,0,395314
49.207.45.128,TXN793441121,2021-09-05 21:53:47,Jayanagar,Debit,Transport,No,271,0,395043
172.19.8.90,TXN460233262,2021-09-06 07:26:12,Jayanagar,Debit,Entertainment,No,2453,0,392590
49.207.45.128,TXN546940934,2021-09-06 11:49:30,Jayanagar,Debit,Bank Charges,No,85,0,392505
49.207.45.128,TXN283711229,2021-09-06 14:49:39,MG Road,Debit,Service Charges,No,43,0,392462
49.207.45.128,TXN836785958,2021-09-07 16:59:43,Jayanagar,Debit,Bank Charges,No,229,0,392233
49.207.45.128,TXN909578608,2021-09-07 19:12:42,Jayanagar,Debit,Service Charges,No,24,0,392209
49.207.45.128,TXN405149406,2021-09-07 19:31:30,Whitefield,Debit,Service Charges,No,155,0,392054
49.207.45.128,TXN431106285,2021-09-07 19:44:03,Malleshwaram,Debit,Transport,No,259,0,391795
49.207.45.128,TXN103653243,2021-09-07 20:11:30,Koramangala,Debit,Transport,No,740,0,391055
49.207.45.128,TXN846143582,2021-09-07 20:29:00,HSR Layout,Debit,Entertainment,No,2997,0,388058
49.207.45.128,TXN191238373,2021-09-07 21:25:46,HSR Layout,Debit,Service Charges,No,24,0,388034
192.168.1.105,TXN371701570,2021-09-08 06:37:13,HSR Layout,Debit,Groceries,No,2990,0,385044
49.207.45.128,TXN547561876,2021-09-08 08:30:07,Indiranagar,Debit,Service Charges,No,58,0,384986
172.19.8.90,TXN846439496,2021-09-08 12:38:33,MG Road,Debit,Entertainment,No,2620,0,382366
49.207.45.128,TXN461991998,2021-09-08 16:48:54,Indiranagar,Debit,Bank Charges,No,199,0,382167
49.207.45.128,TXN981138346,2021-09-08 17:00:39,Malleshwaram,Debit,Bank Charges,No,226,0,381941
49.207.45.128,TXN990258778,2021-09-08 18:38:30,MG Road,Debit,Bank Charges,No,204,0,381737
49.207.45.128,TXN717036933,2021-09-08 19:52:48,BTM Layout,Debit,Bank Charges,No,35,0,381702
49.207.45.128,TXN832529997,2021-09-08 22:33:08,Whitefield,Debit,Transport,No,26,0,381676
49.207.45.128,TXN974188566,2021-09-08 23:31:29,Malleshwaram,Debit,Transport,No,181,0,381495
49.207.45.128,TXN908992652,2021-09-09 17:41:14,Koramangala,Debit,Service Charges,No,244,0,381251
49.207.45.128,TXN805834282,2021-09-09 18:35:13,MG Road,Debit,Transport,No,141,0,381110
49.207.45.128,TXN169769556,2021-09-09 19:56:58,MG Road,Debit,Bank Charges,No,239,0,380871
49.207.45.128,TXN919058431,2021-09-09 19:57:57,HSR Layout,Debit,Bank Charges,No,122,0,380749
49.207.45.128,TXN416443851,2021-09-09 20:04:07,Jayanagar,Debit,Transport,No,217,0,380532
49.207.45.128,TXN956077082,2021-09-10 06:09:08,Koramangala,Debit,Service Charges,No,267,0,380265
192.168.1.105,TXN509271165,2021-09-10 09:08:33,HSR Layout,Debit,Groceries,No,3631,0,376634
49.207.45.128,TXN581345687,2021-09-10 13:09:07,Indiranagar,Debit,Bank Charges,No,234,0,376400
49.207.45.128,TXN222789481,2021-09-10 15:36:13,Indiranagar,Debit,Fuel,No,1099,0,375301
192.168.1.105,TXN554921464,2021-09-10 18:23:35,Malleshwaram,Credit,Interest Credit,No,0,236,375537
49.207.45.128,TXN121703216,2021-09-10 21:16:36,BTM Layout,Debit,Service Charges,No,120,0,375417
49.207.45.128,TXN921602447,2021-09-10 21:44:31,MG Road,Debit,Transport,No,254,0,375163
49.207.45.128,TXN271311013,2021-09-11 08:27:01,BTM Layout,Debit,Bank Charges,No,34,0,375129
49.207.45.128,TXN616053577,2021-09-11 10:51:10,MG Road,Debit,Bank Charges,No,190,0,374939
49.207.45.128,TXN842534051,2021-09-11 19:07:36,Indiranagar,Debit,Service Charges,No,261,0,374678
49.207.45.128,TXN205978428,2021-09-11 20:01:19,Jayanagar,Debit,Bank Charges,No,13,0,374665
49.207.45.128,TXN712480915,2021-09-12 10:47:48,BTM Layout,Debit,Transport,No,49,0,374616
49.207.45.128,TXN585501419,2021-09-12 12:32:49,MG Road,Debit,Transport,No,21,0,374595
49.207.45.128,TXN670261182,2021-09-12 13:22:21,HSR Layout,Debit,Service Charges,No,186,0,374409
49.207.45.128,TXN511283714,2021-09-12 13:47:21,Indiranagar,Debit,Bank Charges,No,44,0,374365
49.207.45.128,TXN692045967,2021-09-12 18:13:55,Koramangala,Debit,Service Charges,No,199,0,374166
49.207.45.128,TXN160080456,2021-09-12 18:33:22,Jayanagar,Debit,Service Charges,No,212,0,373954
49.207.45.128,TXN651627325,2021-09-12 19:49:56,Jayanagar,Debit,Service Charges,No,110,0,373844
49.207.45.128,TXN697502009,2021-09-12 21:56:54,Malleshwaram,Debit,Transport,No,17,0,373827
49.207.45.128,TXN403102741,2021-09-12 23:26:25,MG Road,Debit,Bank Charges,No,159,0,373668
49.207.45.128,TXN428509587,2021-09-13 09:00:13,Whitefield,Debit,Transport,No,292,0,373376
49.207.45.128,TXN173288759,2021-09-13 09:53:50,Koramangala,Debit,Transport,No,84,0,373292
49.207.45.128,TXN237973836,2021-09-13 11:15:21,Koramangala,Debit,Transport,No,63,0,373229
49.207.45.128,TXN861219194,2021-09-13 14:11:15,HSR Layout,Debit,Transport,No,26,0,373203
49.207.45.128,TXN200368117,2021-09-13 14:14:43,Indiranagar,Debit,Transport,No,176,0,373027
49.207.45.128,TXN812101388,2021-09-13 14:58:48,Indiranagar,Debit,Bank Charges,No,59,0,372968
49.207.45.128,TXN107472124,2021-09-13 18:42:01,MG Road,Debit,Service Charges,No,102,0,372866
49.207.45.128,TXN671467072,2021-09-14 11:41:46,Malleshwaram,Debit,Bank Charges,Yes,248,0,372618
49.207.45.128,TXN528907935,2021-09-14 20:16:38,Malleshwaram,Debit,Bank Charges,No,164,0,372454
49.207.45.128,TXN882872273,2021-09-14 21:08:57,Indiranagar,Debit,Transport,No,251,0,372203
49.207.45.128,TXN217721825,2021-09-14 23:39:07,Koramangala,Debit,Bank Charges,No,117,0,372086
10.20.30.45,TXN988967028,2021-09-15 08:31:04,MG Road,Credit,Reversal of Charges,No,0,18,372104
49.207.45.128,TXN913726073,2021-09-15 18:11:58,BTM Layout,Debit,Transport,No,21,0,372083
49.207.45.128,TXN715312274,2021-09-15 18:51:31,Jayanagar,Debit,Transport,No,157,0,371926
49.207.45.128,TXN697479240,2021-09-16 10:51:20,Malleshwaram,Debit,Bank Charges,No,79,0,371847
49.207.45.128,TXN717551055,2021-09-16 11:46:22,Koramangala,Debit,Bank Charges,No,102,0,371745
49.207.45.128,TXN821698137,2021-09-16 12:20:43,Indiranagar,Debit,Transport,No,301,0,371444
49.207.45.128,TXN438299373,2021-09-16 15:21:24,Jayanagar,Debit,Transport,No,235,0,371209
49.207.45.128,TXN482063926,2021-09-16 16:59:20,BTM Layout,Debit,Transport,No,151,0,371058
49.207.45.128,TXN340358642,2021-09-16 23:02:11,Jayanagar,Debit,Service Charges,No,292,0,370766
49.207.45.128,TXN971972332,2021-09-17 07:27:52,Malleshwaram,Debit,Transport,No,241,0,370525
49.207.45.128,TXN541704071,2021-09-17 09:32:54,BTM Layout,Debit,Transport,No,832,0,369693
49.207.45.128,TXN451942783,2021-09-17 12:55:42,Whitefield,Debit,Bank Charges,No,269,0,369424
49.207.45.128,TXN990798763,2021-09-17 20:09:09,MG Road,Debit,Bank Charges,No,203,0,369221
49.207.45.128,TXN869488109,2021-09-17 22:45:11,Indiranagar,Debit,Transport,No,37,0,369184
49.207.45.128,TXN137248973,2021-09-17 22:50:05,MG Road,Debit,Bank Charges,No,266,0,368918
49.207.45.128,TXN424064412,2021-09-18 15:03:50,BTM Layout,Debit,Service Charges,No,199,0,368719
172.16.11.35,TXN383215733,2021-09-18 19:31:33,Malleshwaram,Debit,Food & Drink,No,1471,0,367248
49.207.45.128,TXN185109943,2021-09-18 20:10:33,Jayanagar,Debit,Transport,No,26,0,367222
49.207.45.128,TXN179257426,2021-09-18 21:00:51,MG Road,Debit,Bank Charges,No,143,0,367079
49.207.45.128,TXN452866713,2021-09-19 16:41:02,Koramangala,Debit,Bank Charges,No,195,0,366884
49.207.45.128,TXN236024087,2021-09-19 18:50:15,Indiranagar,Debit,Transport,No,321,0,366563
49.207.45.128,TXN536972278,2021-09-19 21:43:44,Jayanagar,Debit,Service Charges,No,86,0,366477
49.207.45.128,TXN228268562,2021-09-20 08:27:42,Jayanagar,Debit,Transport,No,193,0,366284
49.207.45.128,TXN602953291,2021-09-20 09:54:18,MG Road,Debit,Bank Charges,No,220,0,366064
49.207.45.128,TXN806718695,2021-09-20 12:18:02,BTM Layout,Debit,Transport,No,228,0,365836
49.207.45.128,TXN509693240,2021-09-20 18:43:17,Koramangala,Debit,Service Charges,No,277,0,365559
49.207.45.128,TXN530957411,2021-09-20 20:06:09,MG Road,Debit,Transport,No,209,0,365350
49.207.45.128,TXN197398030,2021-09-20 21:20:20,HSR Layout,Debit,Bank Charges,No,73,0,365277
49.207.45.128,TXN584563214,2021-09-21 06:15:24,BTM Layout,Debit,Fuel,No,2264,0,363013
10.20.30.45,TXN749232025,2021-09-21 06:30:30,Koramangala,Credit,Refund,No,0,810,363823
49.207.45.128,TXN649254852,2021-09-21 11:02:51,BTM Layout,Debit,Bank Charges,No,238,0,363585
49.207.45.128,TXN587587325,2021-09-21 12:08:00,Whitefield,Debit,Transport,No,127,0,363458
49.207.45.128,TXN293648603,2021-09-21 13:29:55,MG Road,Credit,Product Return,No,0,2354,365812
192.168.1.105,TXN717472458,2021-09-21 16:17:07,Malleshwaram,Credit,Interest Credit,No,0,207,366019
49.207.45.128,TXN778078731,2021-09-21 17:33:50,MG Road,Debit,Service Charges,No,111,0,365908
49.207.45.128,TXN422269190,2021-09-21 18:25:38,Indiranagar,Debit,Transport,No,38,0,365870
192.168.1.105,TXN267212823,2021-09-21 20:21:30,Whitefield,Credit,Reversal of Charges,No,0,70,365940
49.207.45.128,TXN659366124,2021-09-22 08:44:28,Koramangala,Debit,Transport,No,245,0,365695
49.207.45.128,TXN517511440,2021-09-22 10:00:00,HSR Layout,Debit,Bank Charges,No,64,0,365631
172.16.11.35,TXN835582851,2021-09-22 14:20:04,Koramangala,Debit,Food & Drink,No,654,0,364977
49.207.45.128,TXN929935932,2021-09-23 09:56:19,Indiranagar,Debit,Transport,No,16,0,364961
49.207.45.128,TXN653621989,2021-09-23 10:26:47,Malleshwaram,Debit,Transport,No,33,0,364928
49.207.45.128,TXN734083582,2021-09-23 20:07:42,BTM Layout,Debit,Service Charges,No,228,0,364700
49.207.45.128,TXN148574885,2021-09-23 21:04:13,MG Road,Debit,Bank Charges,No,179,0,364521
49.207.45.128,TXN145219465,2021-09-24 07:52:10,Indiranagar,Debit,Service Charges,No,169,0,364352
49.207.45.128,TXN936672233,2021-09-24 08:25:02,Malleshwaram,Debit,Bank Charges,No,76,0,364276
49.207.45.128,TXN575739827,2021-09-24 11:57:27,Whitefield,Debit,Bank Charges,No,235,0,364041
49.207.45.128,TXN131388769,2021-09-24 12:46:21,Malleshwaram,Debit,Transport,No,112,0,363929
49.207.45.128,TXN671325256,2021-09-24 22:04:30,Koramangala,Debit,Bank Charges,No,251,0,363678
49.207.45.128,TXN610386474,2021-09-24 23:12:34,HSR Layout,Debit,Groceries,No,3040,0,360638
49.207.45.128,TXN588912122,2021-09-25 11:57:47,BTM Layout,Debit,Transport,No,174,0,360464
49.207.45.128,TXN479136697,2021-09-25 14:38:28,BTM Layout,Debit,Bank Charges,No,22,0,360442
49.207.45.128,TXN745609481,2021-09-25 15:39:39,Koramangala,Debit,Bank Charges,No,279,0,360163
49.207.45.128,TXN334662655,2021-09-26 06:17:49,MG Road,Debit,Bank Charges,No,184,0,359979
49.207.45.128,TXN272395517,2021-09-26 09:59:45,Whitefield,Debit,Bank Charges,No,226,0,359753
49.207.45.128,TXN977002592,2021-09-26 15:34:33,Koramangala,Debit,Transport,No,566,0,359187
49.207.45.128,TXN209887672,2021-09-26 22:11:09,Jayanagar,Debit,Transport,No,239,0,358948
49.207.45.128,TXN340776921,2021-09-27 06:03:44,BTM Layout,Debit,Transport,No,79,0,358869
49.207.45.128,TXN794242995,2021-09-27 11:14:51,BTM Layout,Debit,Bank Charges,No,57,0,358812
49.207.45.128,TXN560207600,2021-09-27 19:40:52,Koramangala,Debit,Healthcare,No,1541,0,357271
49.207.45.128,TXN786211911,2021-09-27 20:50:12,Whitefield,Debit,Bank Charges,No,310,0,356961
49.207.45.128,TXN498375655,2021-09-28 09:32:30,Koramangala,Debit,Bank Charges,No,221,0,356740
49.207.45.128,TXN689226675,2021-09-28 12:07:26,Jayanagar,Debit,Bank Charges,No,140,0,356600
49.207.45.128,TXN351474437,2021-09-28 12:33:06,MG Road,Debit,Fuel,No,1697,0,354903
172.16.11.35,TXN902168045,2021-09-28 13:38:47,Whitefield,Debit,Food & Drink,No,483,0,354420
49.207.45.128,TXN154231592,2021-09-28 19:00:52,Indiranagar,Debit,Service Charges,No,88,0,354332
49.207.45.128,TXN864841891,2021-09-28 19:45:09,Jayanagar,Debit,Service Charges,No,213,0,354119
49.207.45.128,TXN240550384,2021-09-28 22:41:41,BTM Layout,Debit,Bank Charges,No,297,0,353822
172.16.11.35,TXN386302323,2021-09-29 14:47:42,Whitefield,Debit,Food & Drink,No,1235,0,352587
49.207.45.128,TXN473113380,2021-09-29 15:20:53,Jayanagar,Debit,Bank Charges,No,223,0,352364
49.207.45.128,TXN985307539,2021-09-29 18:13:39,BTM Layout,Debit,Transport,No,156,0,352208
49.207.45.128,TXN971846833,2021-09-29 19:57:44,Whitefield,Debit,Transport,No,22,0,352186
49.207.45.128,TXN198549568,2021-09-30 11:03:56,MG Road,Debit,Service Charges,No,34,0,352152
49.207.45.128,TXN754664426,2021-09-30 11:47:06,Jayanagar,Debit,Service Charges,No,265,0,351887
49.207.45.128,TXN626894295,2021-09-30 13:26:30,Indiranagar,Debit,Bank Charges,No,48,0,351839
10.20.30.45,TXN736106987,2021-10-01 09:30:00,Jayanagar,Credit,Salary,No,0,96000,447839
49.207.45.128,TXN192792404,2021-10-02 09:48:36,HSR Layout,Debit,Transport,No,199,0,447640
49.207.45.128,TXN313042755,2021-10-02 11:35:39,MG Road,Debit,Service Charges,No,209,0,447431
49.207.45.128,TXN822014083,2021-10-02 13:37:03,HSR Layout,Debit,Bank Charges,No,131,0,447300
49.207.45.128,TXN589322147,2021-10-02 13:41:58,HSR Layout,Debit,Bank Charges,No,266,0,447034
49.207.45.128,TXN444736618,2021-10-02 13:42:22,Indiranagar,Debit,Transport,No,246,0,446788
49.207.45.128,TXN162513487,2021-10-03 07:29:12,Malleshwaram,Debit,Transport,No,204,0,446584
49.207.45.128,TXN589191488,2021-10-03 08:35:38,BTM Layout,Debit,Bank Charges,No,76,0,446508
49.207.45.128,TXN664542402,2021-10-03 20:30:12,Malleshwaram,Debit,Service Charges,No,213,0,446295
49.207.45.128,TXN388050314,2021-10-03 22:21:56,BTM Layout,Debit,Food & Drink,No,817,0,445478
49.207.45.128,TXN385122527,2021-10-04 09:53:41,Koramangala,Debit,Service Charges,No,203,0,445275
49.207.45.128,TXN474197237,2021-10-04 11:35:56,Whitefield,Debit,Transport,No,665,0,444610
49.207.45.128,TXN480897492,2021-10-04 11:51:15,BTM Layout,Debit,Service Charges,No,73,0,444537
49.207.45.128,TXN725832276,2021-10-04 16:23:36,Koramangala,Debit,Transport,No,184,0,444353
49.207.45.128,TXN444795351,2021-10-04 18:04:27,MG Road,Debit,Service Charges,No,124,0,444229
49.207.45.128,TXN175506610,2021-10-05 06:08:33,Whitefield,Debit,Bank Charges,No,12,0,444217
49.207.45.128,TXN421014927,2021-10-05 07:24:58,Malleshwaram,Debit,Groceries,No,2657,0,441560
49.207.45.128,TXN233209840,2021-10-05 08:48:26,BTM Layout,Debit,Bank Charges,No,35,0,441525
49.207.45.128,TXN508804219,2021-10-05 09:08:01,HSR Layout,Debit,Bank Charges,No,241,0,441284
49.207.45.128,TXN763915763,2021-10-05 09:12:00,BTM Layout,Debit,Bank Charges,No,24,0,441260
49.207.45.128,TXN841427304,2021-10-05 10:15:35,Malleshwaram,Debit,Service Charges,Yes,223,0,441037
49.207.45.128,TXN511893216,2021-10-05 10:45:23,HSR Layout,Debit,Food & Drink,No,647,0,440390
49.207.45.128,TXN814644171,2021-10-05 13:04:16,BTM Layout,Debit,Service Charges,No,89,0,440301
49.207.45.128,TXN963996657,2021-10-05 16:20:46,Indiranagar,Debit,Service Charges,No,59,0,440242
49.207.45.128,TXN676269883,2021-10-05 22:05:40,HSR Layout,Debit,Bank Charges,No,119,0,440123
49.207.45.128,TXN121784993,2021-10-05 23:31:50,Jayanagar,Debit,Transport,No,125,0,439998
49.207.45.128,TXN578293150,2021-10-06 10:30:00,Koramangala,Debit,Entertainment,No,1922,0,438076
49.207.45.128,TXN648484508,2021-10-06 13:47:11,Malleshwaram,Debit,Transport,No,158,0,437918
49.207.45.128,TXN184846404,2021-10-06 17:25:54,BTM Layout,Debit,Service Charges,No,161,0,437757
10.20.30.45,TXN625294060,2021-10-06 17:39:35,Indiranagar,Credit,Refund,No,0,1533,439290
49.207.45.128,TXN280920121,2021-10-07 07:54:56,Koramangala,Debit,Bank Charges,No,107,0,439183
192.168.1.105,TXN190603288,2021-10-07 07:59:35,Jayanagar,Debit,Groceries,Yes,3912,0,435271
49.207.45.128,TXN881682654,2021-10-07 11:45:40,Indiranagar,Debit,Service Charges,No,132,0,435139
49.207.45.128,TXN221677449,2021-10-07 12:34:27,Whitefield,Debit,Bank Charges,No,133,0,435006
49.207.45.128,TXN545713842,2021-10-07 17:24:47,BTM Layout,Debit,Bank Charges,No,152,0,434854
172.16.10.22,TXN270668633,2021-10-07 23:37:50,Indiranagar,Debit,Food & Drink,No,1135,0,433719
49.207.45.128,TXN591062843,2021-10-08 12:09:06,Koramangala,Debit,Transport,No,231,0,433488
49.207.45.128,TXN513902002,2021-10-08 13:35:44,Koramangala,Debit,Bank Charges,No,52,0,433436
49.207.45.128,TXN700890198,2021-10-08 15:46:41,BTM Layout,Debit,Service Charges,No,276,0,433160
49.207.45.128,TXN903795057,2021-10-08 17:28:50,Koramangala,Credit,Reversal of Charges,No,0,26,433186
49.207.45.128,TXN929438551,2021-10-08 20:40:59,MG Road,Debit,Bank Charges,No,197,0,432989
49.207.45.128,TXN417374371,2021-10-08 21:09:49,Jayanagar,Debit,Transport,No,12,0,432977
49.207.45.128,TXN883989965,2021-10-09 21:44:16,MG Road,Debit,Bank Charges,Yes,35,0,432942
49.207.45.128,TXN328614329,2021-10-09 22:24:36,MG Road,Debit,Bank Charges,No,182,0,432760
49.207.45.128,TXN265366888,2021-10-09 22:24:37,HSR Layout,Credit,Interest Credit,No,0,117,432877
49.207.45.128,TXN304000830,2021-10-10 09:01:39,HSR Layout,Debit,Transport,No,107,0,432770
49.207.45.128,TXN493534624,2021-10-10 15:59:15,BTM Layout,Debit,Entertainment,No,910,0,431860
10.20.30.45,TXN883975651,2021-10-11 20:34:25,BTM Layout,Credit,Cashback,No,0,220,432080
49.207.45.128,TXN717682129,2021-10-12 09:20:39,Koramangala,Debit,Bank Charges,No,52,0,432028
49.207.45.128,TXN435262065,2021-10-12 13:22:38,MG Road,Debit,Transport,No,266,0,431762
49.207.45.128,TXN631241896,2021-10-12 21:46:11,Koramangala,Debit,Transport,No,194,0,431568
49.207.45.128,TXN199818765,2021-10-13 10:22:47,Whitefield,Debit,Transport,No,288,0,431280
49.207.45.128,TXN876043200,2021-10-13 11:57:14,Indiranagar,Debit,Bank Charges,No,233,0,431047
192.168.1.105,TXN142282853,2021-10-13 12:52:16,Jayanagar,Debit,Healthcare,No,1905,0,429142
49.207.45.128,TXN352763328,2021-10-13 16:05:01,MG Road,Debit,Bank Charges,No,95,0,429047
49.207.45.128,TXN492089075,2021-10-14 08:34:02,HSR Layout,Debit,Service Charges,No,236,0,428811
49.207.45.128,TXN254275759,2021-10-14 11:33:51,BTM Layout,Debit,Transport,No,32,0,428779
49.207.45.128,TXN259653676,2021-10-14 14:17:04,Whitefield,Debit,Bank Charges,No,89,0,428690
49.207.45.128,TXN502877989,2021-10-15 13:17:25,BTM Layout,Debit,Transport,No,104,0,428586
49.207.45.128,TXN495810085,2021-10-15 14:17:25,BTM Layout,Debit,Transport,No,256,0,428330
49.207.45.128,TXN934809136,2021-10-15 19:03:31,MG Road,Debit,Service Charges,No,252,0,428078
49.207.45.128,TXN461299568,2021-10-15 21:00:11,Whitefield,Debit,Bank Charges,No,69,0,428009
49.207.45.128,TXN733276368,2021-10-16 06:09:54,Malleshwaram,Debit,Bank Charges,No,199,0,427810
49.207.45.128,TXN469979821,2021-10-16 15:58:00,MG Road,Debit,Fuel,No,1743,0,426067
172.16.10.22,TXN382831252,2021-10-16 16:40:12,Koramangala,Debit,Food & Drink,No,545,0,425522
49.207.45.128,TXN697903813,2021-10-16 16:43:13,MG Road,Debit,Transport,No,241,0,425281
49.207.45.128,TXN360260610,2021-10-16 17:41:35,Malleshwaram,Debit,Bank Charges,No,163,0,425118
192.168.1.105,TXN894822658,2021-10-16 19:21:05,Indiranagar,Credit,Interest Credit,No,0,34,425152
49.207.45.128,TXN236602193,2021-10-16 21:03:50,BTM Layout,Debit,Transport,No,171,0,424981
49.207.45.128,TXN493854333,2021-10-16 21:05:00,Koramangala,Debit,Fuel,No,1324,0,423657
49.207.45.128,TXN278086997,2021-10-17 07:02:34,Jayanagar,Debit,Entertainment,No,843,0,422814
49.207.45.128,TXN730058896,2021-10-17 08:32:28,HSR Layout,Debit,Bank Charges,No,49,0,422765
49.207.45.128,TXN427762328,2021-10-17 16:47:41,MG Road,Debit,Fuel,No,1094,0,421671
49.207.45.128,TXN330572556,2021-10-17 17:37:39,Indiranagar,Debit,Fuel,No,2666,0,419005
49.207.45.128,TXN211897065,2021-10-17 23:00:37,Jayanagar,Debit,Transport,No,244,0,418761
49.207.45.128,TXN905571794,2021-10-18 11:04:52,Malleshwaram,Debit,Service Charges,No,107,0,418654
49.207.45.128,TXN849055079,2021-10-18 16:00:18,Jayanagar,Debit,Transport,No,257,0,418397
